"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"1202","MM","1/9/2015",119,"Marymoor.119","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BT"
"1203","MM","1/9/2015",120,"Marymoor.120","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BU"
"1204","MM","1/9/2015",121,"Marymoor.121","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","none","BU"
"1205","MM","1/9/2015",122,"Marymoor.122","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","BV"
"1206","MM","6/4/2015",123,"Marymoor.123","broadleaf","norway.maple","acer.platanoides","acer.sp","M","unknown",""
"1207","MM","6/4/2015",124,"Marymoor.124","broadleaf","norway.maple","acer.platanoides","acer.sp","M","unknown",""
"1208","MM","6/4/2015",125,"Marymoor.125","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none",""
"1209","MM","6/4/2015",126,"Marymoor.126","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","M","none",""
"1210","MM","6/4/2015",127,"Marymoor.127","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","M","med",""
"1211","MM","6/4/2015",128,"Marymoor.128","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","M","none",""
"1212","MM","6/4/2015",129,"Marymoor.129","broadleaf","red.alder","alnus.rubra","alnus.sp","S","none",""
"1213","MM","6/4/2015",130,"Marymoor.130","broadleaf","red.alder","alnus.rubra","alnus.sp","S","none",""
"1214","MM","6/4/2015",131,"Marymoor.131","broadleaf","red.alder","alnus.rubra","alnus.sp","S","none",""
"1215","MM","6/4/2015",132,"Marymoor.132","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none",""
"1216","MM","6/4/2015",133,"Marymoor.133","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1217","MM","6/4/2015",134,"Marymoor.134","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","none",""
"1218","MM","6/4/2015",135,"Marymoor.135","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1219","MM","6/4/2015",136,"Marymoor.136","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1220","MM","6/4/2015",137,"Marymoor.137","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1221","MM","6/4/2015",138,"Marymoor.138","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none","moss…"
"1222","MM","6/4/2015",139,"Marymoor.139","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","unknown","moss…"
"1223","MM","6/4/2015",140,"Marymoor.140","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","unknown","moss…"
"1224","MM","6/4/2015",141,"Marymoor.141","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","unknown","moss…"
"1225","MM","6/4/2015",142,"Marymoor.142","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","unknown","moss…"
"1226","MM","6/4/2015",143,"Marymoor.143","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","unknown","moss…"
"1227","MM","6/4/2015",144,"Marymoor.144","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","unknown","moss…"
"1228","MM","6/4/2015",145,"Marymoor.145","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","unknown","moss…"
"1229","MM","6/4/2015",146,"Marymoor.146","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","unknown","moss…"
"1230","MM","6/4/2015",147,"Marymoor.147","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","none",""
"1231","MM","6/4/2015",148,"Marymoor.148","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","L","none","think this is also BLM"
"1232","MM","6/4/2015",149,"Marymoor.149","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","S","none",""
"1233","MM","6/4/2015",150,"Marymoor.150","conifer","pacific.yew","taxus.brevifolia","taxus.sp","S","none","pacific yew"
"1234","MM","6/4/2015",151,"Marymoor.151","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1235","MM","6/4/2015",152,"Marymoor.152","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"1236","20M","1/20/2015",1,"MS.20.1","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1237","20M","1/20/2015",2,"MS.20.2","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1238","20M","1/20/2015",3,"MS.20.3","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","med",""
"1239","20M","1/20/2015",4,"MS.20.4","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","few","crown died? Lots of vertical shoots"
"1240","20M","1/20/2015",5,"MS.20.5","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1241","20M","1/20/2015",6,"MS.20.6","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","many","most less than 10' up"
"1242","20M","1/20/2015",7,"MS.20.7","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","med",""
"1243","20M","1/20/2015",8,"MS.20.8","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","med",""
"1244","20M","1/20/2015",9,"MS.20.9","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","med",""
"1245","20M","1/20/2015",10,"MS.20.10","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","many",""
"1246","20M","1/20/2015",11,"MS.20.11","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1247","20M","1/20/2015",12,"MS.20.12","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","few",""
"1248","20M","1/20/2015",13,"MS.20.13","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1249","20M","1/20/2015",14,"MS.20.14","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1250","20M","1/20/2015",15,"MS.20.15","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","many",""
"1251","20M","1/20/2015",16,"MS.20.16","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","med",""
"1252","20M","1/20/2015",17,"MS.20.17","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1253","20M","1/20/2015",18,"MS.20.18","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1254","20M","1/20/2015",19,"MS.20.19","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","med","lots on one trunk, none on the other"
"1255","20M","1/20/2015",20,"MS.20.20","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1256","20M","1/20/2015",21,"MS.20.21","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1257","20M","1/20/2015",22,"MS.20.22","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1258","20M","1/20/2015",23,"MS.20.23","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1259","20M","1/20/2015",24,"MS.20.24","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1260","20M","1/20/2015",25,"MS.20.25","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1261","20M","1/20/2015",26,"MS.20.26","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1262","20M","1/20/2015",27,"MS.20.27","broadleaf","red.birch","betula.occidentalis","betula.sp","M","none","birch?"
"1263","20M","1/20/2015",28,"MS.20.28","broadleaf","red.birch","betula.occidentalis","betula.sp","M","none",""
"1264","20M","1/20/2015",29,"MS.20.29","broadleaf","red.birch","betula.occidentalis","betula.sp","M","none",""
"1265","20M","1/20/2015",30,"MS.20.30","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1266","20M","1/20/2015",31,"MS.20.31","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1267","20M","1/20/2015",32,"MS.20.32","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1268","20M","1/20/2015",33,"MS.20.33","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1269","20M","1/20/2015",34,"MS.20.34","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1270","20M","1/20/2015",35,"MS.20.35","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1271","20M","1/20/2015",36,"MS.20.36","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1272","20M","1/20/2015",37,"MS.20.37","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1273","20M","1/20/2015",38,"MS.20.38","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"1274","20M","1/20/2015",39,"MS.20.39","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none","fragrant!"
"1275","20M","1/20/2015",40,"MS.20.40","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1276","20M","1/20/2015",41,"MS.20.41","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1277","20M","1/20/2015",42,"MS.20.42","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1278","20M","1/20/2015",43,"MS.20.43","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1279","20M","1/20/2015",44,"MS.20.44","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1280","20M","1/20/2015",45,"MS.20.45","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1281","20M","1/20/2015",46,"MS.20.46","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1282","20M","1/20/2015",47,"MS.20.47","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1283","20M","1/20/2015",48,"MS.20.48","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1284","20M","1/20/2015",49,"MS.20.49","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","none","forgot to write down species"
"1285","20M","1/20/2015",50,"MS.20.50","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1286","20M","1/20/2015",51,"MS.20.51","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1287","20M","1/20/2015",52,"MS.20.52","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1288","20M","1/20/2015",53,"MS.20.53","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1289","20M","1/20/2015",54,"MS.20.54","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1290","20M","1/20/2015",55,"MS.20.55","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1291","20M","1/20/2015",56,"MS.20.56","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1292","20M","1/20/2015",57,"MS.20.57","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1293","20M","1/20/2015",58,"MS.20.58","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1294","20M","1/20/2015",59,"MS.20.59","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1295","20M","1/20/2015",60,"MS.20.60","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1296","20M","1/20/2015",61,"MS.20.61","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1297","20M","1/20/2015",62,"MS.20.62","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1298","20M","1/20/2015",63,"MS.20.63","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1299","20M","1/20/2015",64,"MS.20.64","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1300","20M","1/20/2015",65,"MS.20.65","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1301","20M","1/20/2015",66,"MS.20.66","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1302","20M","1/20/2015",67,"MS.20.67","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1303","20M","1/20/2015",68,"MS.20.68","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1304","20M","1/20/2015",69,"MS.20.69","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1305","20M","1/20/2015",70,"MS.20.70","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1306","20M","1/20/2015",71,"MS.20.71","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1307","20M","1/20/2015",72,"MS.20.72","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1308","20M","1/20/2015",73,"MS.20.73","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1309","20M","1/20/2015",74,"MS.20.74","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1310","20M","1/20/2015",75,"MS.20.75","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1311","20M","1/20/2015",76,"MS.20.76","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1312","20M","1/20/2015",77,"MS.20.77","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1313","20M","1/20/2015",78,"MS.20.78","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1314","20M","1/20/2015",79,"MS.20.79","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none",""
"1315","20M","1/20/2015",80,"MS.20.80","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","L","none",""
"1316","20M","1/20/2015",82,"MS.20.82","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","none",""
"1317","20M","1/20/2015",83,"MS.20.83","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","none",""
"1318","20M","1/20/2015",84,"MS.20.84","conifer","deodar.cedar","cedrus.deodara","cedrus.sp","M","med",""
"1319","20M","1/20/2015",85,"MS.20.85","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1320","20M","1/20/2015",86,"MS.20.86","broadleaf","red.maple","acer.rubrum","acer.sp","M","few",""
"1321","20M","1/20/2015",87,"MS.20.87","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1322","20M","1/20/2015",88,"MS.20.88","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1323","20M","1/20/2015",89,"MS.20.89","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1324","20M","1/20/2015",90,"MS.20.90","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1325","20M","1/20/2015",91,"MS.20.91","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","S","none",""
"1326","20M","1/20/2015",92,"MS.20.92","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1327","20M","1/20/2015",93,"MS.20.93","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1328","20M","1/20/2015",94,"MS.20.94","broadleaf","green.ash","fraxinus.pennsylvanica","fraxinus.sp","M","none",""
"1329","20M","1/20/2015",95,"MS.20.95","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1330","20M","1/20/2015",96,"MS.20.96","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1331","20M","1/20/2015",97,"MS.20.97","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1332","20M","1/20/2015",98,"MS.20.98","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","S","none",""
"1333","20M","1/20/2015",99,"MS.20.99","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1334","20M","1/20/2015",100,"MS.20.100","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","S","none",""
"1335","20M","1/20/2015",101,"MS.20.101","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1336","20M","1/20/2015",102,"MS.20.102","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1337","20M","1/20/2015",105,"MS.20.105","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","few",""
"1338","20M","1/20/2015",106,"MS.20.106","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1339","20M","1/20/2015",107,"MS.20.107","broadleaf","pin.oak","quercus.palustris.gp","quercus.sp","L","med",""
"1340","20M","1/20/2015",108,"MS.20.108","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1341","20M","1/20/2015",109,"MS.20.109","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1342","20M","1/20/2015",110,"MS.20.110","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"1343","20M","1/20/2015",111,"MS.20.111","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1344","20M","1/20/2015",112,"MS.20.112","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1345","20M","1/20/2015",113,"MS.20.113","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1346","20M","1/20/2015",114,"MS.20.114","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none",""
"1347","20M","1/20/2015",115,"MS.20.115","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1348","20M","1/20/2015",116,"MS.20.116","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1349","20M","1/20/2015",117,"MS.20.117","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"1350","20M","1/20/2015",118,"MS.20.118","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1351","20M","1/20/2015",119,"MS.20.119","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"1352","20M","1/20/2015",120,"MS.20.120","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","few",""
"1353","20M","1/20/2015",121,"MS.20.121","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","few",""
"1354","20M","1/20/2015",122,"MS.20.122","broadleaf","red.maple","acer.rubrum","acer.sp","S","none",""
"1355","20M","1/20/2015",123,"MS.20.123","broadleaf","red.maple","acer.rubrum","acer.sp","S","none",""
"1356","22M","1/20/2015",1,"MS.22.1","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1357","22M","1/20/2015",2,"MS.22.2","conifer","black.pine","pinus.nigra","pinus.sp","M","none","two needle pine"
"1358","22M","1/20/2015",3,"MS.22.3","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1359","22M","1/20/2015",4,"MS.22.4","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1360","22M","1/20/2015",5,"MS.22.5","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1361","22M","1/20/2015",6,"MS.22.6","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"1362","22M","1/20/2015",7,"MS.22.7","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"1363","22M","1/20/2015",8,"MS.22.8","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"1364","22M","1/20/2015",9,"MS.22.9","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"1365","22M","1/20/2015",10,"MS.22.10","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"1366","22M","1/20/2015",11,"MS.22.11","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
