"","ACS_GEOID_Data","dissolve_yn","DissolvedArea","vegetation_class","vegetation_comment","dissolved_centroid_250m_buffer_impervious_250_mean","dissolved_centroid_500m_buffer_impervious_500m_mean","dissolved_centroid_1km_buffer_impervious_1km_mean","dissolved_parcel_250m_buffer_impervious_250m_mean","dissolved_parcel_500m_buffer_impervious_500m_mean","dissolved_parcel_1km_buffer_impervious_1km_mean","dissolved_centroid_250m_intersections_NUMPOINTS","dissolved_centroid_500m_intersections_NUMPOINTS","dissolved_centroid_1km_intersections_NUMPOINTS","dissolved_parcel_250m_intersections_NUMPOINTS","dissolved_parcel_500m_intersections_NUMPOINTS","dissolved_parcel_1km_intersections_NUMPOINTS","PropType","DistrictName","CurrentZoning","BldgQuality_lookup","TotalApprLandVal","TotalApprImpsVal","TotalBldgGrossSqFt","TotalBldgNetSqFt","YrBuiltAvg","EffYrAvg","Proportion_ForeignBorn_B99051e5","MedianHouseholdIncome_B19013e1","SiteName","in.sample","acres","TV_mean","SMV_mean","IMP_mean"
"155","15000US530330228033","N",29740.7391052246,"MM","",77.4337899543379,74.7757437070938,61.9925522772844,76.4612676056338,73.554435483871,61.2317366871822,0,35,68,0,36,68,"C","REDMOND","OV1","AVERAGE/GOOD",1311200,539700,9780,9780,1979,1990,0.589580686149936,42368,NA,"N",0.682847369855957,0.055765872660518,0.161555252082027,0.685279170771022
"156","15000US530330237003","N",25391.7747497559,"LP","NO TREES",70.7351598173516,56.2565864833906,47.6585365853659,70.0471014492754,55.5545361875637,47.7932057158264,2,16,32,3,16,32,"C","BELLEVUE","GC","AVERAGE/GOOD",980400,386500,17028,7236,1976,1981,0.145833333333333,66736,NA,"N",0.582995148254395,0.173035968753458,0.293163294572506,0.432330776127425
"157","15000US530330228023","Y",1069332.28320312,"MD","original",48.1915887850467,43.2697142857143,41.4191324332089,44.2396576319544,41.1639534883721,39.5338464574699,0,4,22,4,12,27,"C","REDMOND","OBAT","AVERAGE/GOOD",36882700,86474800,1295033,696954,1995,1995.11111111111,0.403940886699507,115192,NA,"N",24.5518692223436,0.133786896420276,0.366872449919076,0.367271094398625
"158","15000US530330236042","N",15290.439239502,"MC","",54.294930875576,41.4891179839633,34.058874210224,52.3359073359073,40.837330552659,33.6204159824849,4,4,21,4,4,21,"C","BELLEVUE","R-20","AVERAGE",379700,216600,1590,1590,1955,2000,0.221110100090992,63125,NA,"N",0.351068484938966,0.105028043243494,0.328774806368081,0.398786534598279
"159","15000US530330233003","N",54108.0715637207,"MM","",47.1408450704225,40.2075688073394,36.5409742120344,46.5171339563863,38.9477124183007,36.704189154459,2,7,23,2,7,24,"C","BELLEVUE","PO","AVERAGE/GOOD",1389300,769700,9968,9751,1959.5,1975,0.24895771292436,62946,NA,"N",1.24232132310303,0.127328088949393,0.362801135074485,0.360708354442445
"160","15000US530330228013","N",392181.766815186,"LL","original",54.7488584474886,43.1685779816514,48.5203205495134,47.784188034188,43.690119760479,48.8684030157642,1,1,29,1,3,58,"C","BELLEVUE","O","AVERAGE/GOOD",13828100,6088900,101367,97175,1986.4,1988.6,0.157122905027933,151528,NA,"N",9.00449336607667,0.232487573330048,0.269405875727473,0.394510870786774
"161","15000US530330228014","N",125225.526672363,"MM","original",56.1872146118721,60.0746268656716,55.0862217129762,56.2896935933148,60.0744960560911,54.2819745699327,1,19,50,3,28,58,"C","BELLEVUE","OLB","GOOD",4983600,4362700,69148,43832,1982,1987,0.435054773082942,76579,NA,"N",2.87517809239745,0.120436677728675,0.250748173597742,0.530952968739175
"162","15000US530330228012","N",26005.0153503418,"MM","lots of conifers at border",60.9174311926606,58.176,51.0267087880528,61.6145454545455,57.108190091001,50.4492324266092,6,6,33,6,6,37,"C","BELLEVUE","R-20","GOOD",470100,653600,8333,7222,1979,1984,0.616319444444444,78462,NA,"N",0.597075152443848,0.148344745768828,0.259060030312872,0.469436776009527
"163","15000US530330228013","N",39777.6365966797,"MM","",56.9626168224299,51.3386727688787,50.7854064923872,56.141935483871,50.7940896091516,50.371182458888,1,2,52,1,3,52,"C","BELLEVUE","PO","AVERAGE/GOOD",1387000,2688900,33155,19978,2001,2001,0.157122905027933,151528,NA,"N",0.913294536259766,0.181530766126463,0.266960132537542,0.455043435780888
"164","15000US530330228033","N",650515.86517334,"MD","",68.3881278538813,64.69669327252,60.5679472477064,66.1114982578397,64.3724456163481,58.1649353402586,0,2,50,2,2,63,"C","REDMOND","OBAT","AVERAGE/GOOD",20815200,81234000,606565,570165,1997,1999,0.589580686149936,42368,NA,"N",14.9358442643799,0.07067864416163,0.27544576917472,0.557598671901145
"165","15000US530330234032","N",171843.084777832,"LL","original",70.7314814814815,64.6849942726231,46.1527658354829,70.4855643044619,61.3293515358362,44.8724602203182,35,112,144,42,120,148,"C","BELLEVUE","OLB","AVERAGE/GOOD",7060200,6771900,69731,67408,1985,1989,0.314332247557003,70568,"I1","Y",3.94551722649902,0.085275557822744,0.193416652496741,0.605279714334297
"166","15000US530330240001","N",38546.3128967285,"MC","",51.5299539170507,49.7411225658648,52.2906643757159,50.0736842105263,49.7467853610287,52.5869044450359,4,9,24,4,10,24,"C","BELLEVUE","O","AVERAGE/GOOD",1722500,894600,11440,10500,1975,1985,0.282201405152225,103287,NA,"N",0.885023344108886,0.135664028871348,0.357323712490231,0.395652763401995
"167","15000US530330240001","N",44214.8779602051,"HH","",52.5909090909091,51.6995412844037,52.0622847301952,52.6026058631922,51.5302013422819,52.756671899529,4,9,23,5,11,24,"C","BELLEVUE","O","GOOD",1781000,977800,11820,11069,1977,1987,0.282201405152225,103287,"IB","Y",1.01517359796631,0.138593384393101,0.342588448899743,0.410022077595503
"168","15000US530330240001","N",45599.5614013672,"MC","",53.705069124424,52.4873853211009,53.3764334862385,53.6342281879195,51.9043902439024,53.7586480063375,4,9,23,4,9,26,"C","BELLEVUE","O","GOOD",1812000,1053900,11655,10490,1978,1983,0.282201405152225,103287,NA,"N",1.04696592977539,0.127349724609615,0.342912349719179,0.420601655492113
"169","15000US530330240001","N",44675.2807312012,"HH","",55.0363636363636,52.4994259471871,54.9564220183486,52.3745819397993,51.8420038535645,55.1102921821532,3,6,28,4,9,34,"C","BELLEVUE","O","GOOD",1776800,1241600,10440,10440,1979,1994,0.282201405152225,103287,NA,"N",1.02574444558838,0.127042426461876,0.340835604192023,0.424175220533589
"170","15000US530330240001","N",87231.5893249512,"MM","original",53.1203703703704,50.7118254879449,56.1856733524355,50.2809667673716,50.8248847926267,56.6669224865695,3,5,33,4,6,35,"C","BELLEVUE","O","AVERAGE",3872200,3694900,47235,38304,1981,1989,0.282201405152225,103287,NA,"N",2.00283729090088,0.127503262679447,0.344258706956155,0.419034410528943
"171","15000US530330240001","Y",46920.7571716309,"MC","",50.6272727272727,49.9828178694158,54.610824742268,49.6530612244898,50.2438785504407,54.9770327349525,3,6,30,3,9,34,"C","BELLEVUE","O","GOOD",2087000,450600,10770,9662,1976.5,1985,0.282201405152225,103287,NA,"N",1.07730058466065,0.130058768205368,0.351183790630793,0.409223509456734
"172","15000US530330240001","N",27469.4772644043,"HH","",50.787037037037,50.0366972477064,53.6511028358636,49.862676056338,49.843,54.0749333333333,3,9,24,4,9,28,"C","BELLEVUE","O","GOOD",842800,219000,4740,4260,1975,1980,0.282201405152225,103287,"20E","Y",0.630699197990723,0.130982594372577,0.355027706169107,0.405032093395724
"173","15000US530330236041","N",9477.56610107422,"LP","",57.7188940092166,36.1144164759725,40.8133792707436,54.6850393700787,35.6603174603175,40.9299310344828,9,9,21,9,9,21,"C","BELLEVUE","O","AVERAGE/GOOD",328400,457500,2950,2950,1969,1989,0.424371373307544,69380,NA,"N",0.217604917680664,0.131376130807637,0.383966130501616,0.353480521742815
"174","15000US530330236041","N",12818.5694885254,"LP","",55.8954545454545,35.125,40.9035489410418,52.8223938223938,35.0736067297581,40.920021911805,9,9,21,9,9,21,"C","BELLEVUE","O","AVERAGE/GOOD",404000,349000,3275,3275,1969,1989,0.424371373307544,69380,NA,"N",0.294314355456543,0.128665460699072,0.389128785668437,0.346895022466009
"175","15000US530330236041","N",16856.2510070801,"LP","",53.3926940639269,34.4827586206897,40.9601719197708,51.0532319391635,34.1908713692946,40.9283964062075,9,9,21,9,9,27,"C","BELLEVUE","O","AVERAGE/GOOD",535600,538200,4670,4060,1969,1989,0.424371373307544,69380,NA,"N",0.387019523122559,0.12346942665667,0.398031670261447,0.338220462634891
"176","15000US530330236041","N",15537.3270874023,"LP","",48.3607305936073,33.4747706422018,40.8838876146789,46.6679389312977,33.4875,40.823754789272,9,9,27,9,9,27,"C","BELLEVUE","O","GOOD",500500,580300,4385,3765,1971,1991,0.424371373307544,69380,NA,"N",0.356737029926757,0.118195210206851,0.408642629228564,0.329357099559222
"177","15000US530330236041","N",16075.3649597168,"LP","",44.2922374429224,32.5926773455378,40.7531536697248,43.5343511450382,32.495841995842,40.7964989059081,9,9,27,9,9,27,"C","BELLEVUE","O","GOOD",514300,620900,4010,3410,1973,1991,0.424371373307544,69380,NA,"N",0.369090379475098,0.115245267468753,0.419849660961624,0.321757721254662
"178","15000US530330228033","N",451803.850463867,"MD","",72.5662100456621,64.4443168771527,55.4458142201835,67.3502935420744,62.5770862800566,55.4150276243094,0,6,49,4,14,64,"C","REDMOND","OBAT","AVERAGE/GOOD",14304000,61402300,867436,413724,1999,1999,0.589580686149936,42368,NA,"N",10.3734164066504,0.122365065279373,0.232448269807237,0.534167242124625
"179","15000US530330228033","N",215391.616271973,"MM","",75.1232876712329,70.6862068965517,60.1337725580063,71.9422222222222,67.0524316109423,56.9008719596145,0,2,44,0,6,59,"C","REDMOND","OBAT","AVERAGE/GOOD",6931400,13222400,102704,102704,1998,2000,0.589580686149936,42368,NA,"N",4.9453915096045,0.076714860191438,0.256159446936824,0.568280359342282
"180","15000US530330228033","N",189267.673614502,"MM","",75.5630630630631,66.7087155963303,58.8648881239243,70.6899224806202,65.3591905564924,58.0424701000732,0,13,50,4,13,62,"C","REDMOND","OBAT","AVERAGE/GOOD",6044100,11891800,98971,97335,1999,2000,0.589580686149936,42368,NA,"N",4.34558578618897,0.106788119034566,0.22061222864158,0.562092054522367
"181","15000US530330238043","N",67405.8873596191,"MM","",80.1146788990826,76.0800915331808,69.8794387170676,78.8685897435897,75.624644549763,68.4507005708355,21,67,205,25,76,208,"C","BELLEVUE","DNTNOLB","GOOD",6859300,4266700,69933,44072,1970,2000,0.496283185840708,87551,NA,"N",1.54763917377685,0.031368274122913,0.185012092293614,0.666342307846391
"182","15000US530330228031","N",224393.422607422,"MM","",56.9027777777778,51.5565714285714,44.6337826211643,54.3781094527363,49.4366776315789,43.334375,2,11,29,2,15,37,"C","REDMOND","OBAT","AVERAGE",7325600,10251800,128000,126200,1989,1990,0.86139896373057,134643,NA,"N",5.15207298306641,0.144709867718182,0.350240723896032,0.385100755518129
"183","15000US530330237002","Y",199476.361877441,"MM","",50.7272727272727,49.7052752293578,53.4383797759265,50.9007633587786,50.9785301403799,53.4191443074692,3,20,24,6,21,26,NA,NA,NA,NA,4677700,14292800,65232,79209,1988.66666666667,1993.66666666667,0.273634453781513,133750,NA,"N",4.57997726870605,0.183061445762045,0.233321265817887,0.460450330198543
"184","15000US530330236031","N",28477.1358947754,"MC","original",39.0046082949309,51.6979405034325,58.398910238027,42.0866666666667,53.7301740812379,58.809186351706,0,20,41,0,21,45,"C","BELLEVUE","BR-ORT","GOOD",1296900,1000,4016,4016,1988,1995,0.436459246275197,80962,NA,"N",0.653835040144043,0.166195617519582,0.249186793964826,0.480472284214971
"185","15000US530330236031","Y",103872.264709473,"MC","original",42.5636363636364,51.7067583046965,58.5883700945288,44.5545977011494,53.3044642857143,59.205534591195,3,19,42,4,20,48,"C","BELLEVUE","BR-ORT","GOOD",4540300,1238300,8538,8352,1988.33333333333,1995,0.436459246275197,80962,"FP","Y",2.3849071977295,0.166168629518955,0.242028178077825,0.482010580434241
"186","15000US530330236031","N",36100.7460021973,"MM","check, could be low",44.0456621004566,51.5320366132723,58.5093043229316,44.8417508417508,52.7236971484759,59.1316067653277,4,19,48,4,19,48,"C","BELLEVUE","BR-ORT","GOOD",1656900,1002200,12383,10615,1988,1995,0.436459246275197,80962,NA,"N",0.82887312821045,0.174665835810134,0.235964342769645,0.477523917031798
"187","15000US530330236031","Y",89539.6474609375,"MM","original",49.2418604651163,52.4410080183276,58.8143266475645,49.1729106628242,53.7732142857143,59.4676077640534,4,19,48,19,19,56,"C","BELLEVUE","BR-ORT","GOOD",3983000,2156400,14309,12165,1986.5,1995,0.436459246275197,80962,"FPX","Y",2.05583030570312,0.168279721613876,0.229966652490332,0.490942713032557
"188","15000US530330236011","N",25258.5465698242,"LL","original",62.4840182648402,61.8909299655568,59.2243258749283,63.4746376811594,62.1460674157303,59.0056695464363,4,10,35,10,11,36,"C","BELLEVUE","O","AVERAGE/GOOD",997300,477600,7686,6917,1983,1993,0.396981132075472,66607,NA,"N",0.579936229243164,0.108571363762667,0.225459473866272,0.554205156995174
"189","15000US530330236011","N",23558.6789855957,"LL","original",60.7058823529412,61.0678941311853,58.6677151844438,62.3888888888889,61.420260782347,58.4902223412805,4,11,25,10,11,35,"C","BELLEVUE","O","AVERAGE/GOOD",936600,538300,7686,6917,1982,1992,0.396981132075472,66607,NA,"N",0.540907269509277,0.114158912529762,0.226201537574991,0.54804698493248
"190","15000US530330236011","N",28357.2639160156,"LL","original",58.5610859728507,59.8956422018349,58.0152036718302,60.6735395189003,60.3658051689861,58.1036585365854,4,11,25,4,11,28,"C","BELLEVUE","O","AVERAGE/GOOD",1148800,326100,7686,6917,1983,1993,0.396981132075472,66607,NA,"N",0.651082779511718,0.11874413988606,0.228936762859352,0.538883740822582
"191","15000US530330232013","N",71226.535369873,"MM","",62.7860465116279,57.7803203661327,57.0831183720264,61.2586750788643,58.5056603773585,56.6209844559585,6,9,50,7,9,55,"C","BELLEVUE","O","GOOD",3204900,1000,10822,10822,1968,1978,0.726472579553148,72235,NA,"N",1.63536125209228,0.144648290815391,0.212105436814899,0.517173547572785
"192","15000US530330232013","N",37411.7111206055,"MM","original",63.9090909090909,62.2870264064294,57.8576339157834,62.4982698961938,61.864573110893,57.4992038216561,9,21,53,9,21,56,"C","BELLEVUE","O","GOOD",1683400,1324000,24132,14365,1991,1996,0.726472579553148,72235,NA,"N",0.858972887329102,0.136514700362544,0.196757351822731,0.544916345761369
"193","15000US530330232021","N",39629.6845092774,"LP","strip mall",72.3254716981132,61.1374570446735,51.816877152698,72.7755775577558,59.4230769230769,51.1316409316933,1,1,34,1,1,55,"C","BELLEVUE","CB","LOW COST",1579700,930900,19642,16582,1972.5,1980,0.537871524448706,38804,NA,"N",0.909897556333009,0.126627890177277,0.214228153443598,0.536782906952478
"194","15000US530330232013","N",67377.5744018555,"MD","original",61.0469483568075,65.3933486238532,58.3563448868519,65.2507836990596,64.9838709677419,57.6272373540856,3,28,63,3,34,63,"C","BELLEVUE","O","GOOD/EXCELLENT",3310500,5074500,50060,33610,2008,2008,0.726472579553148,72235,"FC","Y",1.5469891082666,0.104335138194431,0.192576960827115,0.588328611659606
"195","15000US530330232012","N",118444.902770996,"LL","original",62.1872146118721,56.3915040183697,46.6595074455899,61.2190201729107,52.8756708407871,46.6882263769581,7,8,22,7,8,22,"C","BELLEVUE","O","GOOD",5332000,890700,42672,42393,1966,1986,0.622803064443443,77069,NA,"N",2.71949496762207,0.130370087449174,0.247722263334209,0.497756081258504
"196","15000US530330232013","N",18103.7632141113,"MD","",62.7149321266968,65.8591065292096,58.4740315638451,64.1305970149254,65.600411946447,58.1432454471324,3,31,63,3,34,63,"C","BELLEVUE","O","LOW COST",924400,1000,2076,2076,1947,1987,0.726472579553148,72235,NA,"N",0.415662403395995,0.105088392589298,0.186923804565083,0.59092063689099
"197","15000US530330237001","Y",178754.819610596,"MM","",71.8165137614679,64.0952927669346,55.4375358166189,66.0621761658031,63.5500420521447,53.8893232347911,1,5,28,2,9,28,"C","BELLEVUE","BR-GC","AVERAGE",5181400,2857800,50752,50752,1969.75,1985,0.168642951251647,106389,NA,"N",4.10421065825928,0.150049638481999,0.178841831191698,0.575968418686547
"198","15000US530330236031","N",63659.8985595703,"MM","original",60.2336448598131,50.1325714285714,42.3933390755096,57.8024691358025,48.3759398496241,42.9873483088045,3,3,12,3,3,12,"C","BELLEVUE","O","GOOD",2540000,1000,8808,6858,1982,1990,0.436459246275197,80962,NA,"N",1.46163127092773,0.112050812542916,0.273778064462432,0.450210158347032
"199","15000US530330236031","Y",90408.4786987305,"MM","original",56.3394495412844,51.6404109589041,40.2314974182444,56.2235649546828,49.1509606587374,40.7238022034333,3,3,11,3,3,11,"C","BELLEVUE","O","GOOD",4086100,773900,29687,26090,1969,1983.33333333333,0.436459246275197,80962,NA,"N",2.07577867092285,0.105063324775563,0.263908761630664,0.474055851716187
"200","15000US530330237001","N",25220.9490356445,"MM","",79.041095890411,69.9620689655172,57.1454753722795,78.6666666666667,69.5938775510204,56.6530887510116,2,3,15,2,3,18,"C","BELLEVUE","BR-CR","AVERAGE",1037500,80500,6799,6799,1979,1985,0.168642951251647,106389,NA,"N",0.579072989858398,0.082697436824737,0.201296279553366,0.621759866190498
"201","15000US530330237001","N",82161.6021118164,"LP","",85.9315068493151,76.5584862385321,57.1534497566562,85.6932515337423,73.6523765144455,55.9786522633745,0,4,15,0,5,15,"C","BELLEVUE","BR-GC","LOW COST",3301800,1303400,33457,33457,1974,1985,0.168642951251647,106389,NA,"N",1.8864303844873,0.097593466919464,0.156864567456039,0.666048097616186
"202","15000US530330236031","N",45478.2519226074,"MD","original",48.3669724770642,48.8775743707094,55.0463784712282,47.7458193979933,49.3415354330709,54.4843214756258,1,2,30,2,2,30,"C","BELLEVUE","PO","GOOD",1707500,553100,27181,13523,1979,1990,0.436459246275197,80962,"RW","Y",1.04418066414307,0.17849095676788,0.259785619394108,0.434601542081637
"203","15000US530330237001","N",379003.512084961,"LL","original",72.662100456621,70.9252873563218,57.5259238040676,71.9589632829374,68.795747911921,56.3613599816219,0,29,59,7,39,65,"C","BELLEVUE","BR-OR","GOOD/EXCELLENT",15953400,17070800,180190,143191,1985,1995,0.168642951251647,106389,NA,"N",8.7019206374707,0.077525558130101,0.217107003595313,0.617486774775198
"204","15000US530330237001","N",16475.4443969727,"MC","",68.0913242009132,63.9026345933562,56.5010037281331,66.2813688212928,63.859938208033,56.2831882480958,2,3,19,2,3,20,"C","BELLEVUE","BR-CR","AVERAGE",700400,694800,3828,3445,1975,2000,0.168642951251647,106389,NA,"N",0.378276203354493,0.098980797925069,0.229565704820792,0.565022519392177
"205","15000US530330237001","N",20729.4366760254,"MM","",86.5161290322581,77.8109965635739,58.1269704786472,84.6286764705882,76.1716341212744,57.3709327548807,0,5,15,0,6,18,"C","BELLEVUE","BR-GC","AVERAGE",832200,565300,5590,5590,1991,1991,0.168642951251647,106389,NA,"N",0.475947866081543,0.077155833155198,0.147695304417805,0.693817222431159
"206","15000US530330236031","N",16460.7196350098,"MM","",54.2957746478873,60.1247139588101,54.3234030363793,56.6870229007634,60.146875,54.263358778626,1,2,14,1,3,15,"C","BELLEVUE","BR-ORT","LOW/AVERAGE",416400,108100,2390,2390,1961,1986,0.436459246275197,80962,NA,"N",0.377938122819825,0.099494294770756,0.23941956650203,0.547764454461666
"207","15000US530330237001","N",43859.1095581055,"LL","original",48,55.5218894009217,58.3869490555238,48.8249158249158,56.2429268292683,58.1714135021097,0,21,40,0,22,43,"C","BELLEVUE","BR-CR","AVERAGE",1944000,726300,17386,14778,1978,1990,0.168642951251647,106389,"14B","Y",1.0070051554541,0.161015928146962,0.241332862996228,0.50100127533715
"208","15000US530330236031","N",44556.8221740723,"LL","original",56.6863636363636,50.437139561707,44.6782135699971,56.9280821917808,48.3375609756098,44.7738441215324,3,3,10,3,3,11,"C","BELLEVUE","PO","AVERAGE",1771500,85100,11255,10275,1979,1990,0.436459246275197,80962,NA,"N",1.0230246371167,0.121615422411806,0.271298869017337,0.446662057510099
"209","15000US530330236031","N",22746.1473999023,"MD","original",42.7681818181818,46.2229885057471,55.027003734559,43.3079710144928,46.8299180327869,54.6237837837838,0,2,30,1,2,30,"C","BELLEVUE","PO","GOOD",753800,347200,13954,6486,1979,1990,0.436459246275197,80962,NA,"N",0.522251544301757,0.194279368168343,0.266573304475929,0.413275466962516
"210","15000US530330237001","N",58064.1178894043,"LL","original",47.8371040723982,54.2087155963303,58.4761768082664,49.4935064935065,55.4065196548418,58.4928217175672,0,21,40,0,21,40,"C","BELLEVUE","BR-CR","AVERAGE",2587400,925200,22010,16107,1986,1995,0.168642951251647,106389,NA,"N",1.33315214674072,0.160705912125701,0.246202644033699,0.495780243009516
"211","15000US530330236031","N",27245.506072998,"LL","original",59.2694063926941,49.5401376146789,43.4730659025788,58.9178571428571,48.2232323232323,43.7949959644875,3,3,12,3,3,12,"C","BELLEVUE","O","GOOD/EXCELLENT",1112400,224500,7684,6531,1986,1990,0.436459246275197,80962,NA,"N",0.625556819436034,0.114113624532411,0.275227315401455,0.446724375789153
"212","15000US530330237001","N",12951.8367919922,"LP","",72.5622119815668,68.0756013745705,56.9418338108883,73.3720930232558,67.5684647302905,56.7384278279923,2,3,16,2,3,16,"C","BELLEVUE","BR-CR","LOW COST",569200,1000,1372,1372,1971,1980,0.168642951251647,106389,NA,"N",0.297374172744141,0.087938241490832,0.211686517228676,0.602189624096324
"213","15000US530330236031","N",26249.6454162598,"MM","original",59.9909090909091,50.1733639494834,41.2241329893952,59.0253623188406,48.5987963891675,41.4560601988713,3,3,12,3,3,12,"C","BELLEVUE","O","AVERAGE",1032300,1209200,20849,11486,2001,2001,0.436459246275197,80962,NA,"N",0.602691858757325,0.103963306936626,0.271687854086273,0.459110441380976
"214","15000US530330236031","N",25526.1552734375,"MM","",54.9272727272727,59.6164383561644,54.3973623853211,57.6164874551971,59.055387713998,54.0865487674169,1,2,14,1,2,15,"C","BELLEVUE","BR-ORT","LOW COST",559800,1000,2072,2072,1979,1985,0.436459246275197,80962,NA,"N",0.586080525078125,0.098196157132666,0.245905880323923,0.538999268697217
"215","15000US530330237001","Y",161820.927612305,"LP","",71.1552511415525,66.0480549199085,55.4418671248568,65.2154255319149,65.8811965811966,53.4350713231677,0,5,18,2,6,18,"C","BELLEVUE","BR-GC","AVERAGE",6494600,1960000,53376,53376,1976,1985,0.168642951251647,106389,NA,"N",3.71540849797852,0.139547910837548,0.173856890422398,0.595632416968941
"216","15000US530330237001","N",17262.6508789062,"MM","",79.4331797235023,71.4244851258581,56.3265423242468,78.5454545454545,70.0031185031185,55.8825136612022,1,4,37,1,4,37,"C","BELLEVUE","BR-CR","AVERAGE",695600,602000,5950,5950,1970,1990,0.168642951251647,106389,NA,"N",0.396350464179686,0.087497026345997,0.19756033341879,0.628592347258118
"217","15000US530330236031","N",25730.1519165039,"MD","original",44.7465437788018,50.0552995391705,56.3286573146293,45.4392857142857,50.5845070422535,56.1269457863661,1,2,30,2,3,30,"C","BELLEVUE","PO","GOOD",893800,205000,13940,6474,1980,1990,0.436459246275197,80962,NA,"N",0.59076428800293,0.187141977674267,0.256778332575437,0.440099170857444
"218","15000US530330236031","N",22492.72265625,"MM","original",53.6,52.204833141542,54.8701633705933,53.7256317689531,52.6136595310907,54.5987072448155,2,2,29,2,2,31,"C","BELLEVUE","PO","AVERAGE",906000,114100,5507,3984,1974,1989,0.436459246275197,80962,NA,"N",0.5164329121875,0.147108001622211,0.262209061270173,0.464044017191808
"219","15000US530330237001","N",82058.7214355469,"MM","",86.0365296803653,74.7077100115075,56.8071633237822,84.4074074074074,72.1657355679702,55.4924261874198,0,4,15,0,6,15,"C","BELLEVUE","BR-GC","GOOD",3261800,3748100,34066,34066,2000,2000,0.168642951251647,106389,NA,"N",1.88406824416016,0.110151663026134,0.155888109143675,0.654718491322107
"220","15000US530330236031","N",44127.1684265137,"MM","original",52.337899543379,49.6865671641791,47.3327601031814,51.8576271186441,48.4663414634146,47.6061888389315,0,5,11,0,5,15,"C","BELLEVUE","PO","GOOD",1771500,381500,11915,11915,1986,1990,0.436459246275197,80962,NA,"N",1.01315978707275,0.133699868804379,0.274326126639673,0.442401206216453
"221","15000US530330236031","N",44186.0518798828,"LL","original",54.6164383561644,50.4680365296804,46.0206599713056,53.8821548821549,48.1450980392157,46.2206696546269,0,3,10,0,4,11,"C","BELLEVUE","PO","GOOD",1771500,1063800,12763,10246,1979,2010,0.436459246275197,80962,NA,"N",1.01451175116211,0.130222592030629,0.27301214385547,0.44078769190609
"222","15000US530330237001","N",10392.9131469727,"LP","",75.5479452054795,68.7185354691076,55.4610761305094,75.6484375,67.7424083769634,55.0452550740538,1,2,41,1,3,41,"C","BELLEVUE","BR-GC","AVERAGE",418100,220100,2750,2750,1979,1980,0.168642951251647,106389,NA,"N",0.238621285854493,0.089715548908572,0.221783380903732,0.603436069011601
"223","15000US530330237001","N",37755.5208129883,"LL","original",86.62100456621,75.2729357798165,56.9389859639072,86.8546712802768,73.5649606299213,56.2518597236982,0,5,15,0,5,15,"C","BELLEVUE","BR-GC","AVERAGE/GOOD",1494200,1454000,16316,13007,1979,1995,0.168642951251647,106389,NA,"N",0.866866757866211,0.084997903508714,0.170760861690848,0.662967621832487
"224","15000US530330236031","Y",84628.4826965332,"MM","original",50.5069124423963,42.1798396334479,44.4484240687679,44.9733727810651,41.1427264409881,45.5983167559296,2,2,21,2,2,28,"C","BELLEVUE","PO","GOOD",2925300,1131600,12312,22452,1985.5,1990.5,0.436459246275197,80962,NA,"N",1.9430699627124,0.155353865769926,0.32617223701175,0.38736320252239
"225","15000US530330236031","N",40251.7241516113,"MM","original",44.5662100456621,41.4190585533869,45.0261194029851,43.2162162162162,40.9010773751224,45.9844080338266,2,2,26,2,2,27,"C","BELLEVUE","PO","GOOD",1454400,1525100,12312,12164,1991,1991,0.436459246275197,80962,NA,"N",0.924179586520995,0.159398488062218,0.331096970685811,0.379558383640616
"226","15000US530330236031","N",17783.3145141602,"LP","",58.894495412844,62.6162657502864,55.008304696449,59.8703703703704,61.8331616889804,54.749864498645,1,2,16,1,3,16,"C","BELLEVUE","BR-ORT","AVERAGE",649800,434000,10560,6598,1983,1985,0.436459246275197,80962,NA,"N",0.408304901245118,0.096626800399732,0.232849788673641,0.559847533303384
"227","15000US530330236031","N",22285.617401123,"MD","original",46.3755656108597,49.9321058688147,55.8695153427015,47.0294117647059,50.3853211009174,55.4359945872801,1,2,30,2,3,30,"C","BELLEVUE","PO","GOOD",783200,315600,13940,6474,1979,1990,0.436459246275197,80962,NA,"N",0.511677775529784,0.18521771180772,0.259171243566933,0.435697774420626
"228","15000US530330237001","N",46062.273651123,"LL","original",61.8657407407407,58.7239404352806,58.3803504740017,59.7658227848101,58.1600378787879,57.9683363612769,0,21,41,0,21,44,"C","BELLEVUE","BR-CR","AVERAGE",1616000,1188700,19590,15522,1986,1995,0.168642951251647,106389,NA,"N",1.05758980302978,0.14750690121161,0.241396979532093,0.520365530587409
"229","15000US530330236032","N",45579.4863586426,"LL","original",62.5760368663594,46.2353616532721,42.7555873925501,61.0136054421769,44.544477028348,43.2617787188989,3,3,12,3,3,14,"C","BELLEVUE","O","GOOD",1815000,1296500,23482,15200,1987,1997,0.634296541923259,77386,NA,"N",1.04650500679443,0.121242302823287,0.306864950945976,0.411949305580501
"230","15000US530330236031","N",15086.7238464355,"MM","",54.2614678899083,60.0434782608696,54.2399655963303,56.8684210526316,59.786680541103,54.0598524186936,1,2,14,1,2,15,"C","BELLEVUE","BR-ORT","LOW COST",523300,159100,2072,2072,1979,1985,0.436459246275197,80962,NA,"N",0.346391179514159,0.097915614707204,0.240911070242325,0.545693644697893
