Date,Hour PST,Min Air Temp °F, Avg Air Temp °F, Max Air Temp °F, 2nd Air Temp Avg °F, Dew Point °F, Rel Hum %, Leaf Wet u., Dir &deg;, Speed mph, Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², 
"January 1, 2016","01:00","25.2","25.7","26.4","26.1","20.3","82.8","0.01","N","3.7","8.5","38.8","0.00","  0",
"January 1, 2016","02:00","22.5","23.3","24.5","23.6","19.2","89.0","0.01","N","1.6","3.9","38.7","0.00","  0",
"January 1, 2016","03:00","22.2","22.6","22.9","23.0","19.1","91.3","0.01","N","2.1","4.2","38.7","0.00","  0",
"January 1, 2016","04:00","22.6","22.8","23.0","23.2","19.0","89.9","0.01","N","2.9","4.9","38.7","0.00","  0",
"January 1, 2016","05:00","21.5","22.2","22.8","22.5","18.6","91.1","0.01","N","2.8","4.9","38.6","0.00","  0",
"January 1, 2016","06:00","21.5","21.9","22.3","22.2","18.3","91.1","0.01","N","1.7","4.2","38.6","0.00","  0",
"January 1, 2016","07:00","20.1","20.9","21.8","21.2","17.6","92.8","0.01","N","0.7","4.2","38.6","0.00","  2",
"January 1, 2016","08:00","21.0","21.6","22.5","22.0","18.3","92.5","0.01","N","1.2","4.2","38.5","0.00"," 23",
"January 1, 2016","09:00","24.5","27.0","29.2","27.3","21.6","82.8","0.02","N","2.0","3.5","38.5","0.00","113",
"January 1, 2016","10:00","30.0","33.0","36.1","33.4","24.8","72.2","0.31","N","2.4","4.6","38.4","0.00","220",
"January 1, 2016","11:00","38.0","40.4","42.9","40.6","26.9","58.5","0.29","NW","2.0","4.2","38.4","0.00","320",
"January 1, 2016","12:00","43.9","44.2","44.4","44.3","23.7","44.1","0.00","N","3.9","7.1","38.3","0.00","328",
"January 1, 2016","13:00","44.8","45.2","45.7","45.4","22.9","40.9","0.00","N","3.5","6.0","38.3","0.00","288",
"January 1, 2016","14:00","45.7","45.8","45.8","45.8","22.3","39.1","0.00","N","3.3","5.7","38.3","0.00","207",
"January 1, 2016","15:00","40.1","43.8","45.6","44.1","22.3","42.5","0.00","N","1.9","7.4","38.2","0.00"," 92",
"January 1, 2016","16:00","34.9","36.4","37.4","36.8","23.9","60.0","0.00","NE","1.2","6.7","38.2","0.00","  6",
"January 1, 2016","17:00","29.2","30.4","31.9","30.7","24.3","79.2","0.01","N","0.2","3.1","38.2","0.00","  0",
"January 1, 2016","18:00","27.6","28.0","28.3","28.4","24.2","87.9","0.05","N","1.1","3.9","38.2","0.00","  0",
"January 1, 2016","19:00","26.0","26.6","27.1","27.0","23.3","90.4","0.02","NW","0.4","4.2","38.2","0.00","  0",
"January 1, 2016","20:00","25.4","25.8","26.2","26.1","22.9","92.2","0.01","N","0.4","4.2","38.2","0.00","  0",
"January 1, 2016","21:00","25.2","26.2","26.9","26.5","23.1","91.2","0.01","N","1.8","4.6","38.1","0.00","  0",
"January 1, 2016","22:00","23.9","24.9","25.6","25.2","22.3","94.0","0.01","N","1.0","3.9","38.1","0.00","  0",
"January 1, 2016","23:00","23.9","24.4","24.6","24.8","22.0","94.8","0.01","N","2.2","4.6","38.1","0.00","  0",
"January 1, 2016","24:00","23.5","23.8","24.1","24.2","21.3","94.6","0.01","N","1.8","4.2","38.1","0.00","  0",
"January 2, 2016","01:00","23.1","23.7","24.3","24.1","21.0","93.8","0.01","N","2.0","5.3","38.1","0.00","  0",
"January 2, 2016","02:00","22.3","22.7","22.8","23.0","20.1","95.1","0.01","N","1.9","3.9","38.1","0.00","  0",
"January 2, 2016","03:00","22.2","22.5","22.8","22.8","19.8","94.6","0.01","N","2.5","5.3","38.0","0.00","  0",
"January 2, 2016","04:00","21.5","22.2","22.5","22.6","19.4","94.4","0.01","N","2.2","4.9","38.0","0.00","  0",
"January 2, 2016","05:00","21.4","21.8","22.4","22.1","18.9","94.1","0.01","N","2.1","3.9","38.0","0.00","  0",
"January 2, 2016","06:00","20.9","21.5","21.9","21.8","18.6","94.5","0.01","N","1.9","3.5","38.0","0.00","  0",
